事業者,物件名,都道府県,住所,収容台数,時間帯料金(生),最大料金(生),営業時間,満空,緯度,経度,取得日時,URL
エコロパーク,エコロパーク 芦屋浜町第3駐車場,兵庫県,兵庫県芦屋市浜町4-12,8,全日 昼 8時〜18時 30分220円 ; 全日 夜 18時〜8時 60分110円,全日 24時間 700円 ; 全日 24時間 600円 ; 全日 夜 18時〜8時 400円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/6815/
エコロパーク,エコロパーク 芦屋茶屋之町第1駐車場,兵庫県,兵庫県芦屋市茶屋之町12-7,6,全日 昼 8時〜18時 30分200円 ; 全日 夜 18時〜8時 60分100円,全日 24時間 900円 ; 全日 夜 18時〜8時 200円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8914/
エコロパーク,エコロパーク 芦屋市精道町第1駐車場,兵庫県,兵庫県芦屋市精道町57番3の一部、56番1の一部,7,全日 終日 20分200円,全日 24時間 900円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8957/
エコロパーク,エコロパーク 芦屋業平町第1駐車場,兵庫県,兵庫県芦屋市業平町3-18,12,全日 終日 20分200円,月~土 昼 8時〜18時 1200円 ; 日曜/祝日 昼 8時〜18時 900円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9178/
エコロパーク,エコロパーク 打出駅前第2駐車場,,,3,全日 終日 30分200円,全日 昼 8時〜20時 800円 ; 全日 昼 8時〜20時 500円 ; 全日 夜 20時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9595/
エコロパーク,エコロパーク 芦屋平田町第1駐車場,,,17,,全日 24時間 700円 ; 全日 夜 19時〜7時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9866/
エコロパーク,エコロパーク 芦屋上宮川町第1駐車場,,,23,,全日 24時間 900円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9954/
エコロパーク,エコロパーク 芦屋大東町第1駐車場,兵庫県,兵庫県芦屋市大東町1,9,全日 終日 30分220円,全日 24時間 700円 ; 全日 夜 18時〜8時 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/1062/
エコロパーク,エコロパーク 打出駅前第1駐車場,兵庫県,兵庫県芦屋市若宮町5-6,4,全日 昼 8時〜20時 30分200円 ; 全日 夜 20時〜8時 60分100円,全日 昼 8時〜20時 800円 ; 全日 夜 20時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/2867/
エコロパーク,エコロパーク 翠ヶ丘町第2駐車場,兵庫県,兵庫県芦屋市翠ヶ丘町13-19,5,全日 昼 8時〜19時 30分200円 ; 全日 夜 19時〜8時 60分100円,全日 24時間 900円 ; 全日 夜 19時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/3519/
エコロパーク,エコロパーク 南草津駅前第1駐車場,滋賀県,滋賀県草津市野路1-12-2,3,全日 昼 8時〜18時 30分200円 ; 全日 夜 18時〜8時 60分100円,土曜/日曜/祝日 昼 8時〜18時 1200円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/2963/
エコロパーク,エコロパーク 堅田駅前第1駐車場,滋賀県,滋賀県大津市本堅田5-21-19,3,,全日 24時間 400円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/7414/
エコロパーク,エコロパーク 近江舞子駅前第1駐車場,滋賀県,滋賀県大津市南小松1080,54,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9564/
エコロパーク,エコロパーク 浜大津第1駐車場,滋賀県,滋賀県大津市長等3-1-31,8,通常日 昼 8時〜20時 30分220円 ; 通常日 夜 20時〜8時 60分110円 ; イベント日 終日 20分200円,通常日 昼 8時〜20時 700円 ; 通常日 夜 20時〜8時 300円,24時間,,,,2026-07-31T06:43:08.383Z,https://service.ecolocity.co.jp/park/coin-parking/960/
エコロパーク,エコロパーク 浜大津第2駐車場,滋賀県,滋賀県大津市長等3-2-12,3,通常日 昼 8時〜20時 30分220円 ; 通常日 夜 20時〜8時 60分110円 ; イベント日 終日 20分200円,通常日 昼 8時〜20時 550円 ; 通常日 夜 20時〜8時 300円,24時間,,,,2026-07-31T06:43:08.383Z,https://service.ecolocity.co.jp/park/coin-parking/970/
エコロパーク,エコロパーク 膳所第1駐車場,滋賀県,滋賀県大津市膳所馬場1-17-7,5,全日 昼 8時〜18時 40分200円 ; 全日 夜 18時〜8時 60分100円,全日 24時間 800円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/4374/
エコロパーク,エコロパーク 里東鳥口第2駐車場,京都,京都府木津川市加茂町里東鳥口45,3,,全日 24時間 200円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9294/
エコロパーク,エコロパーク 里東鳥口第1駐車場,京都,京都府木津川市加茂町里東鳥口6,4,,全日 24時間 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9293/
エコロパーク,エコロパーク 枇杷庄島ノ宮第1駐車場,京都,京都府城陽市枇杷庄島ノ宮41,3,,全日 24時間 500円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9053/
エコロパーク,エコロパーク 神足大張第1駐車場,京都,京都府長岡京市神足大張8-9付近,6,全日 昼 8時〜21時 40分220円 ; 全日 夜 21時〜8時 60分110円,全日 24時間 600円 ; 全日 夜 21時〜8時 200円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/6192/
エコロパーク,エコロパーク 滝ノ町第1駐車場,京都,京都府長岡京市滝ノ町2-9-1,7,全日 終日 40分200円,月~金 24時間 1200円 ; 土曜/日曜/祝日 24時間 400円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/7477/
エコロパーク,エコロパーク 鶏冠井町第2駐車場,京都,京都府向日市鶏冠井町堀ノ内10,6,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5872/
エコロパーク,エコロパーク 鶏冠井町第1駐車場,京都,京都府向日市鶏冠井町堀ノ内38-4,6,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/4390/
エコロパーク,エコロパーク 宇治小倉第1駐車場,京都,京都府宇治市小倉町西畑31-4,5,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/2919/
エコロパーク,エコロパーク 宇治小倉第2駐車場,京都,京都府宇治市小倉町久保106,9,全日 終日 60分200円,月~金 24時間 600円 ; 土曜/日曜/祝日 24時間 300円 ; 全日 夜 16時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/4487/
エコロパーク,エコロパーク 太秦安井第2駐車場,京都,京都府京都市右京区太秦安井車道町4,10,通常日 終日 30分200円 ; イベント日 終日 20分300円,通常日 24時間 400円 ; イベント日 24時間 700円 ; 全日 夜 18時〜8時 200円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5257/
エコロパーク,エコロパーク 太秦安井第3駐車場,京都,京都府京都市右京区太秦安井奥畑町22-16,7,,全日 24時間 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5506/
エコロパーク,エコロパーク 墨染駅前第2駐車場,京都,京都府京都市伏見区墨染町704,4,通常日 昼 8時〜20時 25分220円 ; 通常日 夜 20時〜8時 60分110円 ; イベント日 終日 20分300円,通常日 24時間 750円 ; イベント日 12時間 1000円 ; 通常日 夜 20時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5518/
エコロパーク,エコロパーク 東福寺第3駐車場,京都,京都府京都市東山区泉涌寺五葉ノ辻町13-2,15,全日 終日 25分220円 ; イベント日 終日 25分220円,月~金 24時間 1000円 ; 土曜/日曜/祝日 24時間 700円 ; イベント日 24時間 1200円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5699/
エコロパーク,エコロパーク 銀閣寺第3駐車場,京都,京都府京都市左京区浄土寺石橋町46,3,通常日 終日 12分200円 ; イベント日 終日 15分300円,月~金 12時間 600円 ; 月~金 12時間 900円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5761/
エコロパーク,エコロパーク 紫竹大門町第1駐車場,京都,京都府京都市北区紫竹大門町45-1,6,全日 昼 8時〜19時 20分100円 ; 全日 夜 19時〜8時 60分100円,全日 昼 8時〜19時 500円 ; 全日 昼 8時〜19時 400円 ; 全日 夜 19時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5786/
エコロパーク,エコロパーク 近衛町第1駐車場,京都,京都府京都市上京区近衛町37-4,26,通常日 終日 30分200円 ; イベント日 終日 15分300円,月~土 24時間 1200円 ; 日曜/祝日 24時間 600円 ; イベント日 12時間 2000円 ; 通常日 夜 18時〜8時 400円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5970/
エコロパーク,エコロパーク 梅津尻溝町第1駐車場,京都,京都府京都市右京区梅津尻溝町64-1,8,通常日 終日 30分200円 ; イベント日 終日 30分300円,通常日 12時間 700円 ; 通常日 24時間 800円 ; 通常日 夜 20時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/6140/
エコロパーク,エコロパーク 下鴨泉川町第1駐車場,京都,京都府京都市左京区下鴨泉川町1-6付近,7,全日 昼 8時〜18時 40分220円 ; 全日 夜 18時〜8時 60分110円 ; イベント日 終日 30分200円,月~土 24時間 700円 ; 日曜/祝日 24時間 500円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/6151/
エコロパーク,エコロパーク 高辻通雁金町第1駐車場,京都,京都府京都市下京区高辻町富小路西入雁金町171付近,3,全日 昼 8時〜20時 15分220円 ; 全日 夜 20時〜8時 60分110円,月~金 昼 8時〜20時 1450円 ; 土曜/日曜/祝日 昼 8時〜20時 1650円 ; 全日 夜 20時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/6680/
エコロパーク,エコロパーク 島本駅前第1駐車場,大阪府,大阪府三島郡島本町青葉1丁目1-20,4,全日 昼 8時〜22時 40分200円 ; 全日 夜 22時〜8時 60分100円,全日 24時間 800円 ; 全日 夜 22時〜8時 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/4824/
エコロパーク,エコロパーク 藤井寺小山第1駐車場,大阪府,大阪府藤井寺市小山6丁目1063番1,10,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8712/
エコロパーク,エコロパーク 国府1丁目第1駐車場,,,4,月~金 昼 9時〜15時 15分200円 ; 月~金 夜 15時〜9時 30分200円 ; 土曜/日曜/祝日 終日 30分100円,月~金 夜 15時〜9時 500円 ; 土曜/日曜/祝日 500円,24時間,,,,2026-07-22T06:27:26.041Z,https://service.ecolocity.co.jp/park/coin-parking/9834/
エコロパーク,エコロパーク 西古室2丁目第1駐車場,,,26,,全日 24時間 300円 ; 全日 12時間 200円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9843/
エコロパーク,エコロパーク 法善寺第1駐車場,大阪府,大阪府柏原市法善寺1-14-3,6,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/6332/
エコロパーク,エコロパーク 柏原市河原町第1駐車場,大阪府,大阪府柏原市河原町2-38,7,,月~金 24時間 450円 ; 土曜/日曜/祝日 24時間 400円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/7361/
エコロパーク,エコロパーク 旭ケ丘3丁目第1駐車場,大阪府,大阪府柏原市旭ケ丘3-3-32,5,,全日 24時間 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9478/
エコロパーク,エコロパーク 門真市稗島第1駐車場,大阪府,大阪府門真市稗島5-2,7,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5827/
エコロパーク,エコロパーク 石原町第1駐車場,大阪府,大阪府門真市石原町1-10,5,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/7071/
エコロパーク,エコロパーク 月出町第1駐車場,大阪府,大阪府門真市月出町５６番１３,9,,月~金 24時間 450円 ; 土曜/日曜/祝日 24時間 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8939/
エコロパーク,エコロパーク 大倉町第1駐車場,大阪府,大阪府門真市大倉町9-6,10,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9071/
エコロパーク,エコロパーク 門真本町第1駐車場,大阪府,大阪府門真市本町25-22,4,,全日 24時間 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/4819/
エコロパーク,エコロパーク 寝屋川市寿町第1駐車場,大阪府,大阪府寝屋川市寿町2-25,4,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/5414/
エコロパーク,エコロパーク 寝屋川市東神田町第1駐車場,大阪府,大阪府寝屋川市東神田町36-12,6,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/7203/
エコロパーク,エコロパーク 寝屋川市大利町第1駐車場,大阪府,大阪府寝屋川市大利町29-1,13,全日 終日 20分100円,全日 24時間 600円 ; 全日 夜 18時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/7716/
エコロパーク,エコロパーク 打上新町第1駐車場,大阪府,大阪府寝屋川市打上新町1146-1,4,,月~金 24時間 400円 ; 土曜/日曜/祝日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8628/
エコロパーク,エコロパーク 打上新町第2駐車場,大阪府,大阪府寝屋川市打上新町1128-1,3,,月~金 24時間 400円 ; 土曜/日曜/祝日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8629/
エコロパーク,エコロパーク 寝屋川本町第1駐車場,大阪府,大阪府寝屋川市本町599番3,7,,全日 24時間 500円 ; 全日 夜 20時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8670/
エコロパーク,エコロパーク 寝屋川市宝町第1駐車場,大阪府,大阪府寝屋川市宝町234番,3,,全日 24時間 400円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8788/
エコロパーク,エコロパーク 寝屋川八坂町第1駐車場,,,13,全日 終日 20分200円,全日 24時間 900円 ; 全日 夜 21時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9577/
エコロパーク,エコロパーク 泉佐野市上町第1駐車場,大阪府,大阪府泉佐野市上町3-5-2,11,,全日 24時間 450円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/7022/
エコロパーク,エコロパーク 鶴原第2駐車場,大阪府,大阪府泉佐野市鶴原2009番1,7,,全日 24時間 400円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/8615/
エコロパーク,エコロパーク 佐野湊団地第2駐車場,大阪府,大阪府泉佐野市湊2-1652ー8，1652－10，1652－11，1831－5,3,全日 昼 8時〜20時 40分200円 ; 全日 夜 20時〜8時 60分100円,全日 24時間 500円 ; 全日 夜 20時〜8時 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9005/
エコロパーク,エコロパーク 湊3丁目第1駐車場,,,10,,全日 24時間 500円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/9548/
エコロパーク,エコロパーク 鶴原第1駐車場,大阪府,大阪府泉佐野市上瓦屋、大阪府泉佐野市鶴原(鶴原3004-2付近),8,,全日 24時間 300円,24時間,,,,2026-07-01T07:15:07.333Z,https://service.ecolocity.co.jp/park/coin-parking/4772/
